name,region_id,capacity,lon,short_name,station_id,rental_uris,lat,region_name
Pimmit Dr & Idyl Ln,104,12,-77.207261,32264,4b55ad18-eb2e-47b5-aaeb-aefd6ad856fd,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.897692,"Fairfax, VA"
20th St & Columbia Rd NW,42,19,-77.045469,31133,7346145e-f487-4f07-acb8-ed3e0b8b56bb,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.918103,"Washington, DC"
Virginia Ave & 25th St NW,42,19,-77.05305218696594,31297,bce02846-6f5e-466a-a643-50534a119533,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.89846038350939,"Washington, DC"
Arlington National Cemetery,41,19,-77.065803,31978,af5c5675-452b-4e1f-9d9f-7f4a0c50388d,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.884533,"Arlington, VA"
Clarendon Blvd & N Fillmore St,41,15,-77.09308,31021,0824fd71-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.8881,"Arlington, VA"
Jones Branch & Westbranch Dr,104,13,-77.219261,32206,082636d5-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.931911,"Fairfax, VA"
21st St & Pennsylvania Ave NW,42,19,-77.046564,31252,0825388d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.901539,"Washington, DC"
14th & D St SE,42,19,-76.9863852,31663,55fc40ce-5be9-4e45-9c84-daacced3c852,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.8840581,"Washington, DC"
Bethesda Ave & Arlington Rd,44,19,-77.097426,32002,0825738d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.981103,"Montgomery County, MD (South)"
Eastern Market / 7th & North Carolina Ave SE,42,15,-76.996806,31610,08249a1c-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.886952,"Washington, DC"
40th Ave & Bladensburg Rd,133,15,-76.949287,32427,1999643103701119546,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.935388,Prince George's County
Mount Vernon Ave & E Nelson Ave,40,16,-77.057619,31085,0825f8da-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.820064,"Alexandria, VA"
Radford & Osage St,40,11,-77.086061,31908,08261ee4-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.828471,"Alexandria, VA"
7th & S St NW,42,19,-77.02159523963928,31130,4f9000ec-e47e-494e-9b49-61e95b5a6f03,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.914173639930105,"Washington, DC"
Columbia Pike & S Greenbrier St,41,15,-77.118106,31945,f0d7675e-2ce0-41e7-94f5-28ca712fa456,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.854019,"Arlington, VA"
Whitehaven Pkwy & Foxhall Rd NW / GWU Mt. Vernon,42,19,-77.0909109,31390,55d4e20d-6b27-485e-8115-4046ac2313ea,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.916501,"Washington, DC"
13th St & New York Ave NW,42,27,-77.029822,31227,0824aa39-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.900283,"Washington, DC"
9th & Upshur St NW,42,16,-77.0251,31404,08251532-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9418,"Washington, DC"
Riverdale Park Town Center,133,17,-76.935578,32421,d8f65b11-57ec-4a9f-9b52-f5696e129f02,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.962119,Prince George's County
9th & Ingraham St NW,42,19,-77.02561318874359,31424,30b5e0c1-7ca6-4050-8566-3fccf0b60890,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.95366314394005,"Washington, DC"
Connecticut Ave & Ordway St NW / Cleveland Park Metro ,,15,-77.058468,31338,1928837279316128558,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.935842,
Prosperity Ave & Avenir Pl,,11,-77.23037748489112,31386,1893303738183408178,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.88143586412813,
Briggs Chaney & Castle Dr,44,19,-76.945495,32086,5075ddc9-7546-44a6-9445-0a48a53267df,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.081638,"Montgomery County, MD (South)"
Oklahoma Ave & D St NE,42,19,-76.974828,31712,08261245-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.894474,"Washington, DC"
10th & Monroe St NE,42,19,-76.99353396892548,31504,0824bb59-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.932456900063606,"Washington, DC"
Norfolk & Rugby Ave,44,11,-77.100239,32028,0825b27e-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.990639,"Montgomery County, MD (South)"
N Veitch St & Key Blvd,41,12,-77.086063,31028,082524a2-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.893237,"Arlington, VA"
South Capitol St and Southern Ave SE,42,15,-77.001095,31830,9973e0f4-23dd-4b50-9ef4-8408fa8a1105,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.821563,"Washington, DC"
Georgia Ave & Morton St NW,42,19,-77.0235,31419,461df1a0-fac6-4a11-ac4c-ff795e6299c9,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.932128,"Washington, DC"
W&OD Trail/Sunset Hills Rd & Old Reston Ave,104,15,-77.351649,32213,082639c8-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.955079,"Fairfax, VA"
18th St & Pennsylvania Ave NW,42,24,-77.041539,31242,08250172-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.89968,"Washington, DC"
Fair Woods Pkwy & Fairfax Blvd,,12,-77.293922,32281,1875305027705686898,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.862804,
Hyattsville Library / Adelphi Rd & Toledo Rd,133,15,-76.9493,32417,bcb21167-85ed-4374-8807-d9409aaa01a5,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9698,Prince George's County
Westbranch Dr & Maitland St,,12,-77.220829,31381,1900610962867255780,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.927943,
Jefferson Memorial,42,23,-77.037413,31249,082527e7-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.879819,"Washington, DC"
17th & Upshur St NW,42,19,-77.038684,31420,72e7c396-11ad-4e88-bf4b-e60584f748fc,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.942146,"Washington, DC"
17th St & Potomac Ave SE / Congressional Cemetery ,,19,-76.980715,31727,1941813138517442794,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.882458,
Clark St & 26th St S,41,12,-77.05152,31012,0824739d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.850688,"Arlington, VA"
34th & Water St NW,42,19,-77.0675285,31314,0825f3d4-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9037315,"Washington, DC"
Oklahoma Ave & Benning Rd NE,42,19,-76.9695094,31719,54962348-19dd-47b8-a816-bce25eb658a1,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.8974996,"Washington, DC"
First St & Fayette St,40,16,-77.050105,31970,889571f8-5774-4097-a31f-4b6e3f5b4381,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.817019,"Alexandria, VA"
Langston Blvd & N Cleveland St,41,15,-77.09169,31079,0825f4f2-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.894941,"Arlington, VA"
1st St & Potomac Ave SE,42,19,-77.00591,31668,66c82803-70e3-496f-9942-30e0936de3f5,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.871841,"Washington, DC"
Eden Center,152,12,-77.15284913778305,32601,a016ea6f-0d7f-45fb-b8ac-0cfe22cd972a,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.87380771851765,"Falls Church, VA"
4th & O St SW,42,15,-77.017585,31678,9c6fb0a8-d371-433f-b52e-ca47881156b3,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.872964,"Washington, DC"
Deanwood Rec Center,42,15,-76.933099,31711,0825baa3-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.908473,"Washington, DC"
S Pickett St & Shillings St,40,15,-77.132334,31953,2260574d-dbc6-4416-9f8c-3e1fcc0d9f5b,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.804486,"Alexandria, VA"
22nd & H St NW,42,17,-77.04885238395946,31127,d325a449-32d7-488d-b746-9455ad003834,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.89892546716842,"Washington, DC"
23rd St S & Hayes St,41,15,-77.059496,31938,99644655-ef85-4e13-a331-a344d88ded32,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.853002,"Arlington, VA"
Kenmore Ave & Seminary Rd,40,11,-77.110588,31946,347b72fa-4ae2-4017-a9bf-344a122cddeb,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.828887,"Alexandria, VA"
American University East Campus,42,19,-77.087128,31320,ad6ec1ce-db22-47c1-acf3-507897d40725,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.936298,"Washington, DC"
4th & W St NE,42,15,-77.000648,31500,0824833c-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.919077,"Washington, DC"
L'Enfant Plaza / 7th & C St SW,42,15,-77.022241,31218,08249d44-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.886266,"Washington, DC"
3rd & H St NW,42,15,-77.015289,31604,082493a5-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.899408,"Washington, DC"
Long Bridge Park / Long Bridge Dr & 6th St S,41,15,-77.05003,31090,0825fb66-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.865553,"Arlington, VA"
14th & Belmont St NW,42,24,-77.031887,31119,08258d95-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.921074,"Washington, DC"
Lamont & Mt Pleasant NW,42,23,-77.0388,31107,082477f4-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.9319,"Washington, DC"
Calvert St & Woodley Pl NW,42,19,-77.050046,31121,0825b8f0-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.923583,"Washington, DC"
Wisconsin Ave & Ingomar St NW,42,19,-77.084636,31317,0826176a-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.958267,"Washington, DC"
Fessenden St & Wisconsin Ave NW,42,15,-77.082426,31309,08254529-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.954812,"Washington, DC"
New Hampshire Ave & Ward Pl NW,42,19,-77.0473176240921,31212,082492e1-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.90571079190728,"Washington, DC"
S Four Mile Run Dr & Walter Reed Dr,41,12,-77.095431,31059,08254d7e-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.84736,"Arlington, VA"
13th & H St NE,42,31,-76.98825001716614,31611,08249fbc-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.90042673988099,"Washington, DC"
Kansas Ave & Longfellow St NW,42,19,-77.013821,31423,d1fd7121-67e3-46a9-b415-e84a565394f2,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.958098,"Washington, DC"
20th & N St NW ,42,20,-77.044975,32301,2059787017920998338,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.907045,"Washington, DC"
55th & East Capitol St NE,,12,-76.922783,31728,1950995089993550758,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.889926,
Wilson Blvd & N Quincy St,41,15,-77.107854,31039,08252a00-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.880012,"Arlington, VA"
16th & Harvard St NW,42,19,-77.03665,31135,ae007456-14ad-4619-a92e-e3a40f93a412,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.926102,"Washington, DC"
Grandview & Blueridge Ave,44,15,-77.053085,32065,08265262-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.043272,"Montgomery County, MD (South)"
6th St & Indiana Ave NW,42,19,-77.01994,31264,08252414-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.894573,"Washington, DC"
10th & G St NW,42,23,-77.02623546123505,31274,0825f622-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.89824328774852,"Washington, DC"
7th & K St NW,42,19,-77.021392,31653,a0d0ec92-ebda-436a-b476-7ee9a7bdb67d,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.902674,"Washington, DC"
Fillmore & Bisdorf,40,11,-77.116206,31961,a8ffa826-a14d-4bb0-ab33-de6b8c34d190,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.83863,"Alexandria, VA"
18th & L St NW,42,19,-77.04245209693909,31224,0824a5b0-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.903741450919384,"Washington, DC"
Kenilworth Terr & Hayes St. NE,42,19,-76.9472873210907,31717,07a453e5-2e14-4276-85df-49e0d6144e54,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.90046848783359,"Washington, DC"
N Pershing Dr & N Quebec St,41,15,-77.104784,31973,174fc644-1a5a-4923-a8b5-373e0ad04525,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.874248,"Arlington, VA"
Falls Church City Hall / Park Ave & Little Falls St,152,12,-77.173605,32608,3735d025-7e82-467c-8844-29d08d66b0e4,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.885434,"Falls Church, VA"
Mandeville Ln & Stovall St,40,12,-77.072558,31974,141766fa-fa3b-4c61-8e46-a8673c910a0c,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.802893,"Alexandria, VA"
3000 Connecticut Ave NW / National Zoo,42,15,-77.055599,31307,0825180e-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.930282,"Washington, DC"
22nd & I St NW / Foggy Bottom,42,32,-77.048911,31257,08254037-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.90088,"Washington, DC"
18th & Upshur St NE,,15,-76.980378,31545,1934708272694780030,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.941733,
New Jersey Ave & H St SE,42,19,-77.00574070215225,31828,2574f980-163e-4b9b-8107-6145615815b3,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.880760725950644,"Washington, DC"
Rockville Metro West,43,19,-77.146866,32047,0825f1f7-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.084379,"Montgomery County, MD (North)"
18th St & Ingleside Ter NW,,19,-77.041362,31339,1931715167823202508,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.934784,
Richmond Hwy & Swann Ave,40,15,-77.050979,31986,2090124359743376372,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.829222,"Alexandria, VA"
M St & Pennsylvania Ave NW,42,20,-77.056887,31246,08251984-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.905126,"Washington, DC"
Court House Metro / 15th St & N Uhle St,41,16,-77.084801,31089,0825fa8b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.890612,"Arlington, VA"
Greenbelt Station Parkway,133,11,-76.916243,32426,cec05512-b9d1-4671-bc76-8b168079db93,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.002459,Prince George's County
12th St & New York Ave NW,42,27,-77.028061,31670,b554d2fc-8912-4730-b2cb-9a3e1a96b223,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.901104,"Washington, DC"
Columbia Pike & S Courthouse Rd,41,15,-77.080319,31053,0825460b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.863833,"Arlington, VA"
29th & M St NW,42,20,-77.058056,33000,2092445515673610924,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.904942,"Washington, DC"
New Hampshire & Lockwood,44,19,-76.9918237,32089,c77801a4-2795-4f72-825e-c02f8facb72f,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",39.0391022,"Montgomery County, MD (South)"
5th & Morse St NE,42,19,-76.99916660785675,31536,79ae0ec5-9bbd-41ee-a9e9-7753233b5e77,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.907286773254675,"Washington, DC"
Sunrise Valley Dr & Roland Clarke Pl,,12,-77.350396,31380,1901331776956725958,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.949366,
Westpark Dr & Leesburg Pike,104,11,-77.235955,32201,082634c6-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.92403,"Fairfax, VA"
Long Bridge Aquatic Center,41,12,-77.04409494996071,31950,065defed-8e90-46b9-a106-28d590704cf8,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.87056104566178,"Arlington, VA"
Fairfax Dr & Wilson Blvd,41,12,-77.097745,31023,08251ded-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.885801,"Arlington, VA"
National Airport,41,19,-77.045916,31935,0248fa3b-6df4-4fdc-ae31-ee2e4d177da8,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.852903,"Arlington, VA"
Loughboro Rd & Dalecarlia Pkwy NW / Sibley Hospital,42,19,-77.106913,31334,e710493d-96af-49da-a8ed-8e3e7301c82c,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.935839,"Washington, DC"
Wakefield High School,41,12,-77.1125502884388,31054,0825467b-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.847129045742605,"Arlington, VA"
Westpark & Park Run Dr,104,11,-77.22518,32207,0826373c-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.928854,"Fairfax, VA"
School St & George Mason Blvd,,12,-77.30938,32282,1877540418168925068,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.837382,
Pimmit Dr & Los Pueblos Ln,104,12,-77.205428,32265,39d08937-66b3-4fd8-89d0-49e5144f1922,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.900371,"Fairfax, VA"
S Troy St & 26th St S,41,12,-77.075184,31056,08254a1e-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.848381,"Arlington, VA"
King Greenleaf Rec Center,42,19,-77.012443,31654,99ddcd49-1312-4d80-8030-9bc2732deb5c,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.876211,"Washington, DC"
10th & Quincy St NE / Turkey Thicket Rec,42,19,-76.993509,31541,343aa3f9-0b2f-4599-9854-81cbc04577f4,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.937849,"Washington, DC"
Eads St & 12th St S,41,21,-77.054277,31071,0825bc56-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.862841,"Arlington, VA"
King St & Kenwood Ave,40,16,-77.085066,31957,bc1a59ac-f82d-44bd-9f2d-b5801f8bbb8d,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.824793,"Alexandria, VA"
3rd St & Pennsylvania Ave SE,42,15,-77.001955,31269,08256a59-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.887378,"Washington, DC"
California St & Florida Ave NW,42,19,-77.04062,31116,082516c1-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.917761,"Washington, DC"
Takoma Park Rec Center,44,15,-76.988311,32059,0826502d-1f3f-11e7-bf6b-3863bb334450,"{'ios': 'https://dc.lft.to/lastmile_qr_scan', 'android': 'https://dc.lft.to/lastmile_qr_scan'}",38.98265,"Montgomery County, MD (South)"
